Time,Sales Rank,New Price,List Price
"5/22/2024, 11:34:04 PM",1767,31.96,31.96
"5/23/2024, 2:34:49 AM",1816,31.96,31.96
"5/23/2024, 5:35:40 AM",1813,31.96,31.96
"5/23/2024, 8:36:23 AM",1926,31.96,31.96
"5/23/2024, 11:37:12 AM",1838,31.96,31.96
"5/23/2024, 5:38:46 PM",1781,31.96,31.96
"5/23/2024, 8:39:30 PM",1736,31.96,31.96
"5/24/2024, 2:41:02 AM",1831,31.96,31.96
"5/24/2024, 5:41:48 AM",1857,31.96,31.96
"5/24/2024, 8:42:43 AM",1756,31.96,31.96
"5/24/2024, 11:43:30 AM",1687,31.96,31.96
"5/24/2024, 2:44:30 PM",1605,31.96,31.96
"5/24/2024, 8:46:13 PM",1652,31.96,31.96
"5/24/2024, 11:46:53 PM",1604,31.96,31.96
"5/25/2024, 2:47:40 AM",1514,31.96,31.96
"5/25/2024, 5:48:31 AM",1564,31.96,31.96
"5/25/2024, 8:49:21 AM",1608,31.96,31.96
"5/25/2024, 11:50:07 AM",1564,31.96,31.96
"5/25/2024, 5:51:34 PM",1496,31.96,31.96
"5/25/2024, 8:52:35 PM",1580,31.96,31.96
"5/25/2024, 11:53:23 PM",1573,31.96,31.96
"5/26/2024, 2:54:07 AM",1550,31.96,31.96
"5/26/2024, 5:54:50 AM",1572,31.96,31.96
"5/26/2024, 8:55:44 AM",1583,31.96,31.96
"5/26/2024, 11:56:30 AM",1535,31.96,31.96
"5/26/2024, 5:58:05 PM",1545,31.96,31.96
"5/26/2024, 8:58:46 PM",1527,31.96,31.96
"5/26/2024, 11:59:24 PM",1486,31.96,31.96
"5/27/2024, 3:00:10 AM",1542,31.96,31.96
"5/27/2024, 6:00:59 AM",1550,31.96,31.96
"5/27/2024, 9:01:35 AM",1564,31.96,31.96
"5/27/2024, 12:02:25 PM",1499,31.96,31.96
"5/27/2024, 6:04:02 PM",1471,31.96,31.96
"5/27/2024, 9:04:38 PM",1478,31.96,31.96
"5/28/2024, 6:08:29 AM",1328,31.96,31.96
"5/28/2024, 9:09:23 AM",1391,31.96,31.96
"5/28/2024, 12:10:19 PM",1341,31.96,31.96
"5/28/2024, 3:11:05 PM",1279,31.96,31.96
"5/28/2024, 6:11:41 PM",1333,31.96,31.96
"5/28/2024, 9:12:30 PM",1340,31.96,31.96
"5/29/2024, 12:13:14 AM",1418,31.96,31.96
"5/29/2024, 6:15:02 AM",1476,31.96,31.96
"5/29/2024, 9:15:48 AM",1489,31.96,31.96
"5/29/2024, 12:16:30 PM",1424,31.96,31.96
"5/29/2024, 3:17:23 PM",1364,31.96,31.96
"5/29/2024, 6:18:16 PM",1375,31.96,31.96
"5/29/2024, 9:19:14 PM",1401,31.96,31.96
"5/30/2024, 12:20:32 AM",1388,31.96,31.96
"5/30/2024, 3:21:13 AM",1430,31.96,31.96
"5/30/2024, 9:23:05 AM",1563,31.96,31.96
"5/30/2024, 12:23:54 PM",1516,31.96,31.96
"5/30/2024, 3:24:37 PM",1495,31.96,31.96
"5/30/2024, 6:25:30 PM",1481,31.96,31.96
"5/30/2024, 9:26:22 PM",1462,31.96,31.96
"5/31/2024, 12:27:09 AM",1393,31.96,31.96
"5/31/2024, 3:28:03 AM",1384,31.96,31.96
"5/31/2024, 9:29:53 AM",1472,31.96,31.96
"5/31/2024, 12:30:39 PM",1423,31.96,31.96
"5/31/2024, 3:31:22 PM",1379,31.96,31.96
"5/31/2024, 6:32:08 PM",1383,31.96,31.96
"5/31/2024, 9:32:51 PM",1442,31.96,31.96
"6/1/2024, 12:33:31 AM",1487,31.96,31.96
"6/1/2024, 3:34:21 AM",1555,31.96,31.96
"6/1/2024, 6:35:07 AM",1653,31.96,31.96
"6/1/2024, 12:36:29 PM",1603,31.96,31.96
"6/1/2024, 3:37:22 PM",1582,31.96,31.96
"6/1/2024, 6:38:06 PM",1548,31.96,31.96
"6/1/2024, 9:38:50 PM",1530,31.96,31.96
"6/2/2024, 12:39:38 AM",1480,31.96,31.96
"6/2/2024, 3:40:11 AM",1522,31.96,31.96
"6/2/2024, 6:40:56 AM",1532,31.96,31.96
"6/2/2024, 12:42:26 PM",1560,31.96,31.96
"6/2/2024, 3:43:09 PM",1534,31.96,31.96
"6/2/2024, 6:43:43 PM",1513,31.96,31.96
"6/2/2024, 9:44:39 PM",1537,31.96,31.96
"6/3/2024, 12:45:27 AM",1447,31.96,31.96
"6/3/2024, 3:46:06 AM",1424,31.96,31.96
"6/3/2024, 6:46:35 AM",1477,31.96,31.96
"6/3/2024, 12:48:12 PM",1424,31.96,31.96
"6/3/2024, 3:48:59 PM",1418,31.96,31.96
"6/3/2024, 6:49:38 PM",1437,31.96,31.96
"6/3/2024, 9:55:17 PM",1492,31.96,31.96
"6/4/2024, 12:56:04 AM",1483,31.96,31.96
"6/4/2024, 3:56:47 AM",1540,31.96,31.96
"6/4/2024, 6:57:37 AM",1563,31.96,31.96
"6/4/2024, 10:07:40 AM",1449,31.96,31.96
"6/4/2024, 4:09:23 PM",1429,31.96,31.96
"6/4/2024, 7:10:09 PM",1443,31.96,31.96
"6/4/2024, 10:10:48 PM",1454,31.96,31.96
"6/5/2024, 1:11:30 AM",1528,31.96,31.96
"6/5/2024, 4:12:23 AM",1551,31.96,31.96
"6/5/2024, 7:13:13 AM",1587,31.96,31.96
"6/5/2024, 10:14:04 AM",1473,31.96,31.96
"6/5/2024, 4:15:39 PM",1442,31.96,31.96
"6/5/2024, 7:16:23 PM",1461,31.96,31.96
"6/5/2024, 10:17:12 PM",1460,31.96,31.96
"6/6/2024, 1:17:50 AM",1499,31.96,31.96
"6/6/2024, 7:19:22 AM",1562,31.96,31.96
"6/6/2024, 10:20:08 AM",1667,31.96,31.96
"6/6/2024, 1:20:44 PM",1708,31.96,31.96
"6/6/2024, 4:21:28 PM",1724,31.96,31.96
"6/6/2024, 7:22:18 PM",1719,31.96,31.96
"6/7/2024, 1:23:24 AM",1725,31.96,31.96
"6/7/2024, 4:24:15 AM",1666,31.96,31.96
"6/7/2024, 7:25:06 AM",1719,31.96,31.96
"6/7/2024, 10:25:41 AM",1635,31.96,31.96
"6/7/2024, 1:26:23 PM",1482,31.96,31.96
"6/7/2024, 10:28:45 PM",1475,31.96,31.96
"6/8/2024, 1:29:27 AM",1463,31.96,31.96
"6/8/2024, 4:30:15 AM",1420,31.96,31.96
"6/8/2024, 7:31:03 AM",1437,31.96,31.96
"6/8/2024, 10:31:31 AM",1398,31.96,31.96
"6/8/2024, 1:32:24 PM",1368,31.96,31.96
"6/8/2024, 7:33:43 PM",1430,31.96,31.96
"6/8/2024, 10:34:27 PM",1438,31.96,31.96
"6/9/2024, 4:36:08 AM",1444,31.96,31.96
"6/9/2024, 7:36:41 AM",1450,31.96,31.96
"6/9/2024, 10:37:25 AM",1464,31.96,31.96
"6/9/2024, 4:39:05 PM",1456,31.96,31.96
"6/9/2024, 10:40:34 PM",1516,31.96,31.96
"6/10/2024, 1:41:22 AM",1593,31.96,31.96
"6/10/2024, 4:42:07 AM",1577,31.96,31.96
"6/10/2024, 7:42:54 AM",1455,31.96,31.96
"6/10/2024, 10:43:41 AM",1470,31.96,31.96
"6/10/2024, 1:44:22 PM",1528,31.96,31.96
"6/10/2024, 4:46:28 PM",1491,31.96,31.96
"6/10/2024, 10:48:14 PM",1467,31.96,31.96
"6/11/2024, 1:49:06 AM",1393,31.96,31.96
"6/11/2024, 4:49:45 AM",1419,31.96,31.96
"6/11/2024, 7:50:29 AM",1508,31.96,31.96
"6/11/2024, 1:58:13 PM",1533,31.96,31.96
"6/11/2024, 4:59:05 PM",1517,28.95,31.96
"6/11/2024, 8:02:59 PM",1477,31.96,31.96
"6/11/2024, 11:27:11 PM",1513,31.96,31.96
"6/12/2024, 2:32:16 AM",1604,31.96,31.96
"6/12/2024, 5:33:13 AM",1680,31.96,31.96
"6/12/2024, 8:34:03 AM",1452,31.96,31.96
"6/12/2024, 2:35:55 PM",1293,31.96,31.96
"6/12/2024, 5:36:37 PM",1288,28.95,31.96
"6/12/2024, 8:37:27 PM",1327,28.95,31.96
"6/12/2024, 11:38:31 PM",1312,31.96,31.96
"6/13/2024, 2:39:26 AM",1331,28.95,31.96
"6/13/2024, 5:40:13 AM",1370,31.96,31.96
"6/13/2024, 8:41:03 AM",1293,31.96,31.96
"6/13/2024, 5:56:13 PM",1236,31.96,31.96
"6/13/2024, 8:58:02 PM",1331,31.96,31.96
"6/14/2024, 12:03:17 AM",1362,31.96,31.96
"6/14/2024, 3:10:41 AM",1421,31.96,31.96
"6/14/2024, 6:11:46 AM",1522,31.96,31.96
"6/14/2024, 9:12:43 AM",1469,31.96,31.96
"6/14/2024, 12:13:31 PM",1460,31.96,31.96
"6/14/2024, 3:15:01 PM",1411,31.96,31.96
"6/14/2024, 9:16:28 PM",1484,31.96,31.96
"6/15/2024, 12:17:21 AM",1413,31.96,31.96
"6/15/2024, 3:18:07 AM",1440,31.96,31.96
"6/15/2024, 6:18:53 AM",1386,31.96,31.96
"6/15/2024, 9:19:28 AM",1385,31.96,31.96
"6/15/2024, 12:20:23 PM",1406,31.96,31.96
"6/15/2024, 6:22:03 PM",1389,31.96,31.96
"6/15/2024, 9:22:31 PM",1365,31.96,31.96
"6/16/2024, 12:23:24 AM",1333,31.96,31.96
"6/16/2024, 3:24:15 AM",1355,31.96,31.96
"6/16/2024, 6:25:06 AM",1335,31.96,31.96
"6/16/2024, 9:25:39 AM",1394,31.96,31.96
"6/16/2024, 12:26:26 PM",1352,31.96,31.96
"6/16/2024, 3:27:22 PM",1361,31.96,31.96
"6/16/2024, 9:29:02 PM",1382,31.96,31.96
"6/17/2024, 12:29:44 AM",1358,31.96,31.96
"6/17/2024, 3:30:40 AM",1367,31.96,31.96
"6/17/2024, 6:31:24 AM",1364,31.96,31.96
"6/17/2024, 9:32:07 AM",1413,31.96,31.96
"6/17/2024, 3:33:42 PM",1338,31.96,31.96
"6/17/2024, 6:34:37 PM",1311,31.96,31.96
"6/17/2024, 9:35:24 PM",1311,28.95,31.96
"6/18/2024, 12:36:14 AM",1318,31.96,31.96
"6/18/2024, 3:37:05 AM",1346,31.96,31.96
"6/18/2024, 6:37:51 AM",1464,31.96,31.96
"6/18/2024, 9:38:24 AM",1502,31.96,31.96
"6/18/2024, 12:39:13 PM",1507,31.96,31.96
"6/18/2024, 3:39:57 PM",1503,31.96,31.96
"6/18/2024, 6:40:50 PM",1485,31.96,31.96
"6/19/2024, 12:42:23 AM",1500,31.96,31.96
"6/19/2024, 3:43:08 AM",1506,31.96,31.96
"6/19/2024, 9:44:30 AM",1442,31.96,31.96
"6/19/2024, 12:45:23 PM",1348,31.96,31.96
"6/19/2024, 3:46:13 PM",1334,31.96,31.96
"6/19/2024, 6:47:03 PM",1380,31.96,31.96
"6/20/2024, 12:48:22 AM",1294,31.96,31.96
"6/20/2024, 3:49:13 AM",1362,31.96,31.96
"6/20/2024, 6:50:04 AM",1427,31.96,31.96
"6/20/2024, 9:50:31 AM",1407,31.96,31.96
"6/20/2024, 12:51:21 PM",1382,31.96,31.96
"6/20/2024, 3:52:18 PM",1373,31.96,31.96
"6/21/2024, 1:14:34 AM",1358,31.96,31.96
"6/21/2024, 8:48:09 AM",1393,31.96,31.96
"6/21/2024, 11:48:40 AM",1353,31.96,31.96
"6/21/2024, 2:49:24 PM",1322,31.96,31.96
"6/21/2024, 5:50:41 PM",1291,31.96,31.96
"6/21/2024, 8:51:30 PM",1280,31.96,31.96
"6/21/2024, 11:52:17 PM",1351,31.96,31.96
"6/22/2024, 2:53:04 AM",1378,31.96,31.96
"6/22/2024, 8:54:49 AM",1431,31.96,31.96
"6/22/2024, 11:55:38 AM",1405,31.96,31.96
"6/22/2024, 2:56:25 PM",1334,31.96,31.96
"6/22/2024, 5:57:28 PM",1313,31.96,31.96
"6/22/2024, 8:58:20 PM",1372,31.96,31.96
"6/22/2024, 11:59:06 PM",1286,31.96,31.96
"6/23/2024, 2:59:39 AM",1280,31.96,31.96
"6/23/2024, 9:01:17 AM",1351,31.96,31.96
"6/23/2024, 12:02:05 PM",1348,31.96,31.96
"6/23/2024, 3:02:40 PM",1360,31.96,31.96
"6/23/2024, 6:03:47 PM",1400,31.96,31.96
"6/23/2024, 9:04:37 PM",1428,31.96,31.96
"6/24/2024, 12:05:27 AM",1397,31.96,31.96
"6/24/2024, 3:06:08 AM",1431,31.96,31.96
"6/24/2024, 9:07:40 AM",1429,31.96,31.96
"6/24/2024, 12:08:25 PM",1339,31.96,31.96
"6/24/2024, 6:10:32 PM",1396,31.96,31.96
"6/24/2024, 9:11:20 PM",1347,28.95,31.96
"6/25/2024, 12:12:04 AM",1421,31.96,31.96
"6/25/2024, 3:12:36 AM",1421,28.95,31.96
"6/25/2024, 6:13:31 AM",1429,28.95,31.96
"6/25/2024, 9:14:13 AM",1490,28.95,31.96
"6/25/2024, 12:15:04 PM",1374,28.95,31.96
"6/25/2024, 3:15:33 PM",1319,28.95,31.96
"6/25/2024, 6:16:32 PM",1294,28.95,31.96
"6/25/2024, 9:17:24 PM",1260,28.95,31.96
"6/26/2024, 12:18:07 AM",1298,28.95,31.96
"6/26/2024, 3:18:41 AM",1298,31.96,31.96
"6/26/2024, 6:19:32 AM",1312,31.96,31.96
"6/26/2024, 9:20:25 AM",1328,31.96,31.96
"6/26/2024, 12:21:07 PM",1291,31.96,31.96
"6/26/2024, 3:21:40 PM",1257,31.96,31.96
"6/26/2024, 6:22:29 PM",1214,28.95,31.96
"6/26/2024, 9:23:21 PM",1264,31.96,31.96
"6/27/2024, 12:24:08 AM",1304,31.96,31.96
"6/27/2024, 6:25:41 AM",1292,31.96,31.96
"6/27/2024, 9:26:26 AM",1306,31.96,31.96
"6/27/2024, 12:27:20 PM",1283,31.96,31.96
"6/27/2024, 3:28:06 PM",1266,31.96,31.96
"6/27/2024, 6:28:55 PM",1314,31.96,31.96
"6/27/2024, 9:29:41 PM",1307,28.95,31.96
"6/28/2024, 12:30:13 AM",1359,28.95,31.96
"6/28/2024, 3:30:45 AM",1355,31.96,31.96
"6/28/2024, 6:31:44 AM",1377,31.96,31.96
"6/28/2024, 12:33:15 PM",1336,31.96,31.96
"6/28/2024, 3:34:05 PM",1348,31.96,31.96
"6/28/2024, 6:35:02 PM",1340,28.95,31.96
"6/28/2024, 9:35:47 PM",1360,31.96,31.96
"6/29/2024, 12:36:29 AM",1312,31.96,31.96
"6/29/2024, 3:37:20 AM",1388,31.96,31.96
"6/29/2024, 6:38:13 AM",1390,31.96,31.96
"6/29/2024, 9:39:04 AM",1412,31.96,31.96
"6/29/2024, 12:39:36 PM",1315,31.96,31.96
"6/29/2024, 6:41:15 PM",1327,31.96,31.96
"6/29/2024, 9:42:06 PM",1342,31.96,31.96
"6/30/2024, 12:42:41 AM",1355,31.96,31.96
"6/30/2024, 3:43:36 AM",1314,31.96,31.96
"6/30/2024, 6:44:31 AM",1350,31.96,31.96
"6/30/2024, 9:45:23 AM",1357,31.96,31.96
"6/30/2024, 12:46:06 PM",1325,31.96,31.96
"6/30/2024, 3:46:39 PM",1330,31.96,31.96
"6/30/2024, 6:47:32 PM",1365,31.96,31.96
"6/30/2024, 9:48:28 PM",1369,31.96,31.96
"7/1/2024, 3:50:23 AM",1360,31.96,31.96
"7/1/2024, 6:51:32 AM",1326,31.96,31.96
"7/1/2024, 9:52:32 AM",1321,31.96,31.96
"7/1/2024, 3:54:13 PM",1375,31.96,31.96
"7/1/2024, 6:58:58 PM",1404,31.96,31.96
"7/2/2024, 1:00:28 AM",1445,31.96,31.96
"7/2/2024, 4:01:05 AM",1462,31.96,31.96
"7/2/2024, 7:02:20 AM",1464,31.96,31.96
"7/2/2024, 10:03:05 AM",1438,31.96,31.96
"7/2/2024, 1:03:37 PM",1418,31.96,31.96
"7/2/2024, 4:04:24 PM",1422,31.96,31.96
"7/2/2024, 7:05:20 PM",1406,31.96,31.96
"7/3/2024, 1:06:44 AM",1421,31.96,31.96
"7/3/2024, 4:07:30 AM",1532,31.96,31.96
"7/3/2024, 7:08:26 AM",1649,31.96,31.96
"7/3/2024, 10:09:21 AM",1699,31.96,31.96
"7/3/2024, 4:11:00 PM",1581,31.96,31.96
"7/3/2024, 7:11:59 PM",1588,31.96,31.96
"7/3/2024, 10:12:48 PM",1573,28.95,31.96
"7/4/2024, 1:13:37 AM",1564,28.95,31.96
"7/4/2024, 7:20:26 AM",1556,28.95,31.96
"7/4/2024, 10:38:15 AM",1542,28.95,31.96
"7/4/2024, 1:39:07 PM",1672,28.95,31.96
"7/4/2024, 4:39:43 PM",1607,28.95,31.96
"7/4/2024, 7:40:44 PM",1639,28.95,31.96
"7/4/2024, 10:41:27 PM",1640,31.96,31.96
"7/5/2024, 4:43:06 AM",1598,31.96,31.96
"7/5/2024, 7:43:48 AM",1587,31.96,31.96
"7/5/2024, 10:44:46 AM",1535,31.96,31.96
"7/5/2024, 1:45:40 PM",1483,31.96,31.96
"7/5/2024, 4:46:21 PM",1509,31.96,31.96
"7/5/2024, 7:47:30 PM",1554,28.95,31.96
"7/5/2024, 10:48:17 PM",1561,28.95,31.96
"7/6/2024, 1:49:07 AM",1542,28.95,31.96
"7/6/2024, 4:49:24 AM",1542,31.96,31.96
"7/6/2024, 7:50:15 AM",1588,31.96,31.96
"7/6/2024, 10:51:14 AM",1570,31.96,31.96
"7/6/2024, 1:52:10 PM",1499,31.96,31.96
"7/6/2024, 4:52:42 PM",1482,31.96,31.96
"7/6/2024, 7:53:42 PM",1461,31.96,31.96
"7/6/2024, 10:54:38 PM",1405,31.96,31.96
"7/7/2024, 1:55:26 AM",1481,31.96,31.96
"7/7/2024, 4:56:22 AM",1533,31.96,31.96
"7/7/2024, 1:58:54 PM",1502,31.96,31.96
"7/7/2024, 4:59:25 PM",1503,31.96,31.96
"7/7/2024, 8:00:17 PM",1488,31.96,31.96
"7/7/2024, 11:01:04 PM",1446,31.96,31.96
"7/8/2024, 2:01:43 AM",1437,31.96,31.96
"7/8/2024, 8:03:47 AM",1443,31.96,31.96
"7/8/2024, 11:04:36 AM",1483,31.96,31.96
"7/8/2024, 2:05:28 PM",1427,31.96,31.96
"7/8/2024, 5:06:30 PM",1458,31.96,31.96
"7/8/2024, 8:07:13 PM",1502,31.96,31.96
"7/8/2024, 11:08:03 PM",1483,31.96,31.96
"7/9/2024, 5:09:28 AM",1504,31.96,31.96
"7/9/2024, 8:10:12 AM",1523,31.96,31.96
"7/9/2024, 11:11:12 AM",1536,31.96,31.96
"7/9/2024, 2:12:04 PM",1483,31.96,31.96
"7/9/2024, 5:12:44 PM",1494,31.96,31.96
"7/9/2024, 11:36:53 PM",1465,31.96,31.96
"7/10/2024, 3:22:48 AM",1456,31.96,31.96
"7/10/2024, 7:02:01 AM",1480,31.96,31.96
"7/10/2024, 10:18:35 AM",1423,31.96,31.96
"7/10/2024, 4:20:04 PM",1374,31.96,31.96
"7/10/2024, 7:24:32 PM",1386,31.96,31.96
"7/10/2024, 10:25:25 PM",1448,31.96,31.96
"7/11/2024, 1:26:12 AM",1479,31.96,31.96
"7/11/2024, 4:27:04 AM",1398,31.96,31.96
"7/11/2024, 7:27:47 AM",1447,31.96,31.96
"7/11/2024, 10:28:37 AM",1422,31.96,31.96
"7/11/2024, 4:30:06 PM",1347,31.96,31.96
"7/11/2024, 10:31:43 PM",1396,31.96,31.96
"7/12/2024, 1:32:26 AM",1354,31.96,31.96
"7/12/2024, 4:33:20 AM",1337,31.96,31.96
"7/12/2024, 7:34:15 AM",1334,31.96,31.96
"7/12/2024, 10:35:21 AM",1370,31.96,31.96
"7/12/2024, 1:36:04 PM",1380,31.96,31.96
"7/12/2024, 4:36:25 PM",1371,31.96,31.96
"7/12/2024, 10:38:06 PM",1354,31.96,31.96
"7/13/2024, 1:38:44 AM",1389,31.96,31.96
"7/13/2024, 4:39:27 AM",1438,31.96,31.96
"7/13/2024, 7:40:24 AM",1523,31.96,31.96
"7/13/2024, 10:41:28 AM",1496,31.96,31.96
"7/13/2024, 1:42:22 PM",1433,31.96,31.96
"7/13/2024, 4:43:06 PM",1426,31.96,31.96
"7/13/2024, 10:44:34 PM",1449,31.96,31.96
"7/14/2024, 1:45:26 AM",1455,31.96,31.96
"7/14/2024, 4:46:11 AM",1502,31.96,31.96
